city,date,predicted_mean_c,predicted_spill_c,strategy,resolved_c,resolved_unit,deviation_c,win_loss,bucket_label
"Houston, US",2026-08-18,35.3,35,mean,34.72,F,0.58,WIN,94-95°F
"Houston, US",2026-08-18,35.3,34,p5,34.72,F,0.58,LOSS,94-95°F
"Houston, US",2026-08-18,35.3,35,sigma,34.72,F,0.58,WIN,94-95°F
"Istanbul, TR",2026-08-18,28.7,29,mean,32.0,C,-3.3,LOSS,32.0°C
"Istanbul, TR",2026-08-18,28.7,24,p5,32.0,C,-3.3,LOSS,32.0°C
"Istanbul, TR",2026-08-18,28.7,26,sigma,32.0,C,-3.3,LOSS,32.0°C
"Jeddah, SA",2026-08-18,38.7,39,mean,38.0,C,0.7,LOSS,38.0°C
"Jeddah, SA",2026-08-18,38.7,35,p5,38.0,C,0.7,LOSS,38.0°C
"Jeddah, SA",2026-08-18,38.7,36,sigma,38.0,C,0.7,LOSS,38.0°C
"Jinan, CN",2026-08-18,28.9,29,mean,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-18,28.9,26,p5,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-18,28.9,27,sigma,,C,,WIN,26°C or higher
"Karachi, PK",2026-08-18,31.9,32,mean,32.0,C,-0.1,WIN,32.0°C
"Karachi, PK",2026-08-18,31.9,30,p5,32.0,C,-0.1,LOSS,32.0°C
"Karachi, PK",2026-08-18,31.9,31,sigma,32.0,C,-0.1,LOSS,32.0°C
"Kuala Lumpur, MY",2026-08-18,31.1,31,mean,33.0,C,-1.9,LOSS,33.0°C
"Kuala Lumpur, MY",2026-08-18,31.1,29,p5,33.0,C,-1.9,LOSS,33.0°C
"Kuala Lumpur, MY",2026-08-18,31.1,30,sigma,33.0,C,-1.9,LOSS,33.0°C
"London, UK",2026-08-18,25.1,25,mean,26.0,C,-0.9,LOSS,26.0°C
"London, UK",2026-08-18,25.1,23,p5,26.0,C,-0.9,LOSS,26.0°C
"London, UK",2026-08-18,25.1,24,sigma,26.0,C,-0.9,LOSS,26.0°C
"Los Angeles, US",2026-08-18,28.9,29,mean,26.94,F,1.96,LOSS,80-81°F
"Los Angeles, US",2026-08-18,28.9,24,p5,26.94,F,1.96,LOSS,80-81°F
"Los Angeles, US",2026-08-18,28.9,28,sigma,26.94,F,1.96,LOSS,80-81°F
"Lucknow, IN",2026-08-18,33.2,33,mean,31.0,C,2.2,LOSS,31.0°C
"Lucknow, IN",2026-08-18,33.2,31,p5,31.0,C,2.2,WIN,31.0°C
"Lucknow, IN",2026-08-18,33.2,32,sigma,31.0,C,2.2,LOSS,31.0°C
"Madrid, ES",2026-08-18,38.1,38,mean,39.0,C,-0.9,LOSS,39.0°C
"Madrid, ES",2026-08-18,38.1,37,p5,39.0,C,-0.9,LOSS,39.0°C
"Madrid, ES",2026-08-18,38.1,37,sigma,39.0,C,-0.9,LOSS,39.0°C
"Manila, PH",2026-08-18,28.6,29,mean,29.0,C,-0.4,WIN,29.0°C
"Manila, PH",2026-08-18,28.6,27,p5,29.0,C,-0.4,LOSS,29.0°C
"Manila, PH",2026-08-18,28.6,27,sigma,29.0,C,-0.4,LOSS,29.0°C
"Mexico City, MX",2026-08-18,25.8,26,mean,26.0,C,-0.2,WIN,26.0°C
"Mexico City, MX",2026-08-18,25.8,24,p5,26.0,C,-0.2,LOSS,26.0°C
"Mexico City, MX",2026-08-18,25.8,25,sigma,26.0,C,-0.2,LOSS,26.0°C
"Miami, US",2026-08-18,36.4,36,mean,36.94,F,-0.54,LOSS,98-99°F
"Miami, US",2026-08-18,36.4,35,p5,36.94,F,-0.54,LOSS,98-99°F
"Miami, US",2026-08-18,36.4,35,sigma,36.94,F,-0.54,LOSS,98-99°F
"Milan, IT",2026-08-18,31.6,32,mean,32.0,C,-0.4,WIN,32.0°C
"Milan, IT",2026-08-18,31.6,30,p5,32.0,C,-0.4,LOSS,32.0°C
"Milan, IT",2026-08-18,31.6,31,sigma,32.0,C,-0.4,LOSS,32.0°C
"Moscow, RU",2026-08-18,22.7,23,mean,22.0,C,0.7,LOSS,22.0°C
"Moscow, RU",2026-08-18,22.7,22,p5,22.0,C,0.7,WIN,22.0°C
"Moscow, RU",2026-08-18,22.7,22,sigma,22.0,C,0.7,WIN,22.0°C
"Munich, DE",2026-08-18,19.6,20,mean,20.0,C,-0.4,WIN,20.0°C
"Munich, DE",2026-08-18,19.6,17,p5,20.0,C,-0.4,LOSS,20.0°C
"Munich, DE",2026-08-18,19.6,18,sigma,20.0,C,-0.4,LOSS,20.0°C
"New York, US",2026-08-18,29.2,29,mean,29.17,F,0.03,WIN,84-85°F
"New York, US",2026-08-18,29.2,27,p5,29.17,F,0.03,LOSS,84-85°F
"New York, US",2026-08-18,29.2,28,sigma,29.17,F,0.03,LOSS,84-85°F
"Panama City, PA",2026-08-18,29.9,30,mean,31.0,C,-1.1,LOSS,31.0°C
"Panama City, PA",2026-08-18,29.9,28,p5,31.0,C,-1.1,LOSS,31.0°C
"Panama City, PA",2026-08-18,29.9,28,sigma,31.0,C,-1.1,LOSS,31.0°C
"Paris, FR",2026-08-18,27.2,27,mean,27.0,C,0.2,WIN,27.0°C
"Paris, FR",2026-08-18,27.2,26,p5,27.0,C,0.2,LOSS,27.0°C
"Paris, FR",2026-08-18,27.2,26,sigma,27.0,C,0.2,LOSS,27.0°C
"Qingdao, CN",2026-08-18,31.0,31,mean,33.0,C,-2.0,LOSS,33.0°C
"Qingdao, CN",2026-08-18,31.0,29,p5,33.0,C,-2.0,LOSS,33.0°C
"Qingdao, CN",2026-08-18,31.0,30,sigma,33.0,C,-2.0,LOSS,33.0°C
"San Francisco, US",2026-08-18,20.0,20,mean,20.28,F,-0.28,WIN,68-69°F
"San Francisco, US",2026-08-18,20.0,18,p5,20.28,F,-0.28,LOSS,68-69°F
"San Francisco, US",2026-08-18,20.0,17,sigma,20.28,F,-0.28,LOSS,68-69°F
"Sao Paulo, BR",2026-08-18,29.5,30,mean,31.0,C,-1.5,LOSS,31.0°C
"Sao Paulo, BR",2026-08-18,29.5,28,p5,31.0,C,-1.5,LOSS,31.0°C
"Sao Paulo, BR",2026-08-18,29.5,28,sigma,31.0,C,-1.5,LOSS,31.0°C
"Seattle, US",2026-08-18,25.7,26,mean,25.83,F,-0.13,WIN,78-79°F
"Seattle, US",2026-08-18,25.7,24,p5,25.83,F,-0.13,LOSS,78-79°F
"Seattle, US",2026-08-18,25.7,23,sigma,25.83,F,-0.13,LOSS,78-79°F
"Seoul (Incheon), KR",2026-08-18,27.9,28,mean,31.0,C,-3.1,LOSS,31.0°C
"Seoul (Incheon), KR",2026-08-18,27.9,26,p5,31.0,C,-3.1,LOSS,31.0°C
"Seoul (Incheon), KR",2026-08-18,27.9,27,sigma,31.0,C,-3.1,LOSS,31.0°C
"Shanghai, CN",2026-08-18,29.7,30,mean,31.0,C,-1.3,LOSS,31.0°C
"Shanghai, CN",2026-08-18,29.7,28,p5,31.0,C,-1.3,LOSS,31.0°C
"Shanghai, CN",2026-08-18,29.7,29,sigma,31.0,C,-1.3,LOSS,31.0°C
"Shenzhen, CN",2026-08-18,34.0,34,mean,34.0,C,0.0,WIN,34.0°C
"Shenzhen, CN",2026-08-18,34.0,32,p5,34.0,C,0.0,LOSS,34.0°C
"Shenzhen, CN",2026-08-18,34.0,33,sigma,34.0,C,0.0,LOSS,34.0°C
"Singapore, SG",2026-08-18,30.4,30,mean,33.0,C,-2.6,LOSS,33.0°C
"Singapore, SG",2026-08-18,30.4,29,p5,33.0,C,-2.6,LOSS,33.0°C
"Singapore, SG",2026-08-18,30.4,29,sigma,33.0,C,-2.6,LOSS,33.0°C
"Taipei, TW",2026-08-18,30.8,31,mean,34.0,C,-3.2,LOSS,34.0°C
"Taipei, TW",2026-08-18,30.8,28,p5,34.0,C,-3.2,LOSS,34.0°C
"Taipei, TW",2026-08-18,30.8,29,sigma,34.0,C,-3.2,LOSS,34.0°C
"Tel Aviv, IL",2026-08-18,32.3,32,mean,32.0,C,0.3,WIN,32.0°C
"Tel Aviv, IL",2026-08-18,32.3,31,p5,32.0,C,0.3,LOSS,32.0°C
"Tel Aviv, IL",2026-08-18,32.3,31,sigma,32.0,C,0.3,LOSS,32.0°C
"Tokyo, JP",2026-08-18,31.2,31,mean,31.0,C,0.2,WIN,31.0°C
"Tokyo, JP",2026-08-18,31.2,30,p5,31.0,C,0.2,LOSS,31.0°C
"Tokyo, JP",2026-08-18,31.2,30,sigma,31.0,C,0.2,LOSS,31.0°C
"Toronto, CA",2026-08-18,26.4,26,mean,27.0,C,-0.6,LOSS,27.0°C
"Toronto, CA",2026-08-18,26.4,24,p5,27.0,C,-0.6,LOSS,27.0°C
"Toronto, CA",2026-08-18,26.4,24,sigma,27.0,C,-0.6,LOSS,27.0°C
"Warsaw, PL",2026-08-18,19.2,19,mean,21.0,C,-1.8,LOSS,21.0°C
"Warsaw, PL",2026-08-18,19.2,18,p5,21.0,C,-1.8,LOSS,21.0°C
"Warsaw, PL",2026-08-18,19.2,18,sigma,21.0,C,-1.8,LOSS,21.0°C
"Wellington, NZ",2026-08-18,10.2,10,mean,12.0,C,-1.8,LOSS,12.0°C
"Wellington, NZ",2026-08-18,10.2,9,p5,12.0,C,-1.8,LOSS,12.0°C
"Wellington, NZ",2026-08-18,10.2,9,sigma,12.0,C,-1.8,LOSS,12.0°C
"Wuhan, CN",2026-08-18,34.2,34,mean,35.0,C,-0.8,LOSS,35.0°C
"Wuhan, CN",2026-08-18,34.2,32,p5,35.0,C,-0.8,LOSS,35.0°C
"Wuhan, CN",2026-08-18,34.2,33,sigma,35.0,C,-0.8,LOSS,35.0°C
"Zhengzhou, CN",2026-08-18,27.6,28,mean,,C,,LOSS,32°C or higher
"Zhengzhou, CN",2026-08-18,27.6,25,p5,,C,,LOSS,32°C or higher
"Zhengzhou, CN",2026-08-18,27.6,26,sigma,,C,,LOSS,32°C or higher
"Amsterdam, NL",2026-08-19,19.6,20,mean,21.0,C,-1.4,LOSS,21.0°C
"Amsterdam, NL",2026-08-19,19.6,18,p5,21.0,C,-1.4,LOSS,21.0°C
"Amsterdam, NL",2026-08-19,19.6,18,sigma,21.0,C,-1.4,LOSS,21.0°C
"Ankara, TR",2026-08-19,30.7,31,mean,32.0,C,-1.3,LOSS,32.0°C
"Ankara, TR",2026-08-19,30.7,30,p5,32.0,C,-1.3,LOSS,32.0°C
"Ankara, TR",2026-08-19,30.7,30,sigma,32.0,C,-1.3,LOSS,32.0°C
"Atlanta, US",2026-08-19,34.0,34,mean,34.72,F,-0.72,LOSS,94-95°F
"Atlanta, US",2026-08-19,34.0,32,p5,34.72,F,-0.72,LOSS,94-95°F
"Atlanta, US",2026-08-19,34.0,32,sigma,34.72,F,-0.72,LOSS,94-95°F
"Austin, US",2026-08-19,38.1,38,mean,39.17,F,-1.07,LOSS,102-103°F
"Austin, US",2026-08-19,38.1,37,p5,39.17,F,-1.07,LOSS,102-103°F
"Austin, US",2026-08-19,38.1,36,sigma,39.17,F,-1.07,LOSS,102-103°F
"Beijing, CN",2026-08-19,31.5,32,mean,32.0,C,-0.5,WIN,32.0°C
"Beijing, CN",2026-08-19,31.5,30,p5,32.0,C,-0.5,LOSS,32.0°C
"Beijing, CN",2026-08-19,31.5,30,sigma,32.0,C,-0.5,LOSS,32.0°C
"Buenos Aires, AR",2026-08-19,15.3,15,mean,17.0,C,-1.7,LOSS,17.0°C
"Buenos Aires, AR",2026-08-19,15.3,14,p5,17.0,C,-1.7,LOSS,17.0°C
"Buenos Aires, AR",2026-08-19,15.3,14,sigma,17.0,C,-1.7,LOSS,17.0°C
"Busan, KR",2026-08-19,30.7,31,mean,32.0,C,-1.3,LOSS,32.0°C
"Busan, KR",2026-08-19,30.7,29,p5,32.0,C,-1.3,LOSS,32.0°C
"Busan, KR",2026-08-19,30.7,30,sigma,32.0,C,-1.3,LOSS,32.0°C
"Cape Town, ZA",2026-08-19,17.5,18,mean,19.0,C,-1.5,LOSS,19.0°C
"Cape Town, ZA",2026-08-19,17.5,16,p5,19.0,C,-1.5,LOSS,19.0°C
"Cape Town, ZA",2026-08-19,17.5,17,sigma,19.0,C,-1.5,LOSS,19.0°C
"Chengdu, CN",2026-08-19,27.5,28,mean,29.0,C,-1.5,LOSS,29.0°C
"Chengdu, CN",2026-08-19,27.5,25,p5,29.0,C,-1.5,LOSS,29.0°C
"Chengdu, CN",2026-08-19,27.5,26,sigma,29.0,C,-1.5,LOSS,29.0°C
"Chicago, US",2026-08-19,25.8,26,mean,25.83,F,-0.03,WIN,78-79°F
"Chicago, US",2026-08-19,25.8,24,p5,25.83,F,-0.03,LOSS,78-79°F
"Chicago, US",2026-08-19,25.8,24,sigma,25.83,F,-0.03,LOSS,78-79°F
"Chongqing, CN",2026-08-19,29.6,30,mean,29.0,C,0.6,LOSS,29.0°C
"Chongqing, CN",2026-08-19,29.6,26,p5,29.0,C,0.6,LOSS,29.0°C
"Chongqing, CN",2026-08-19,29.6,27,sigma,29.0,C,0.6,LOSS,29.0°C
"Dallas, US",2026-08-19,40.5,40,mean,40.28,F,0.22,WIN,104-105°F
"Dallas, US",2026-08-19,40.5,39,p5,40.28,F,0.22,LOSS,104-105°F
"Dallas, US",2026-08-19,40.5,39,sigma,40.28,F,0.22,LOSS,104-105°F
"Denver, US",2026-08-19,30.9,31,mean,32.5,F,-1.6,LOSS,90-91°F
"Denver, US",2026-08-19,30.9,29,p5,32.5,F,-1.6,LOSS,90-91°F
"Denver, US",2026-08-19,30.9,29,sigma,32.5,F,-1.6,LOSS,90-91°F
"Guangzhou, CN",2026-08-19,35.2,35,mean,35.0,C,0.2,WIN,35.0°C
"Guangzhou, CN",2026-08-19,35.2,34,p5,35.0,C,0.2,LOSS,35.0°C
"Guangzhou, CN",2026-08-19,35.2,34,sigma,35.0,C,0.2,LOSS,35.0°C
"Helsinki, FI",2026-08-19,19.5,20,mean,20.0,C,-0.5,WIN,20.0°C
"Helsinki, FI",2026-08-19,19.5,18,p5,20.0,C,-0.5,LOSS,20.0°C
"Helsinki, FI",2026-08-19,19.5,18,sigma,20.0,C,-0.5,LOSS,20.0°C
"Hong Kong, HK",2026-08-19,31.0,31,mean,32.0,C,-1.0,LOSS,32.0°C
"Hong Kong, HK",2026-08-19,31.0,30,p5,32.0,C,-1.0,LOSS,32.0°C
"Hong Kong, HK",2026-08-19,31.0,30,sigma,32.0,C,-1.0,LOSS,32.0°C
"Houston, US",2026-08-19,35.8,36,mean,35.83,F,-0.03,WIN,96-97°F
"Houston, US",2026-08-19,35.8,34,p5,35.83,F,-0.03,LOSS,96-97°F
"Houston, US",2026-08-19,35.8,35,sigma,35.83,F,-0.03,LOSS,96-97°F
"Istanbul, TR",2026-08-19,26.1,26,mean,27.0,C,-0.9,LOSS,27.0°C
"Istanbul, TR",2026-08-19,26.1,24,p5,27.0,C,-0.9,LOSS,27.0°C
"Istanbul, TR",2026-08-19,26.1,24,sigma,27.0,C,-0.9,LOSS,27.0°C
"Jeddah, SA",2026-08-19,37.6,38,mean,37.0,C,0.6,LOSS,37.0°C
"Jeddah, SA",2026-08-19,37.6,34,p5,37.0,C,0.6,LOSS,37.0°C
"Jeddah, SA",2026-08-19,37.6,34,sigma,37.0,C,0.6,LOSS,37.0°C
"Jinan, CN",2026-08-19,29.0,29,mean,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-19,29.0,26,p5,,C,,WIN,26°C or higher
"Jinan, CN",2026-08-19,29.0,27,sigma,,C,,WIN,26°C or higher
"Karachi, PK",2026-08-19,31.9,32,mean,32.0,C,-0.1,WIN,32.0°C
"Karachi, PK",2026-08-19,31.9,30,p5,32.0,C,-0.1,LOSS,32.0°C
"Karachi, PK",2026-08-19,31.9,31,sigma,32.0,C,-0.1,LOSS,32.0°C
"Kuala Lumpur, MY",2026-08-19,30.9,31,mean,34.0,C,-3.1,LOSS,34.0°C
"Kuala Lumpur, MY",2026-08-19,30.9,29,p5,34.0,C,-3.1,LOSS,34.0°C
"Kuala Lumpur, MY",2026-08-19,30.9,30,sigma,34.0,C,-3.1,LOSS,34.0°C
"London, UK",2026-08-19,23.7,24,mean,25.0,C,-1.3,LOSS,25.0°C
"London, UK",2026-08-19,23.7,22,p5,25.0,C,-1.3,LOSS,25.0°C
"London, UK",2026-08-19,23.7,21,sigma,25.0,C,-1.3,LOSS,25.0°C
"Los Angeles, US",2026-08-19,29.6,30,mean,26.94,F,2.66,LOSS,80-81°F
"Los Angeles, US",2026-08-19,29.6,24,p5,26.94,F,2.66,LOSS,80-81°F
"Los Angeles, US",2026-08-19,29.6,29,sigma,26.94,F,2.66,LOSS,80-81°F
"Lucknow, IN",2026-08-19,33.2,33,mean,32.0,C,1.2,LOSS,32.0°C
"Lucknow, IN",2026-08-19,33.2,31,p5,32.0,C,1.2,LOSS,32.0°C
"Lucknow, IN",2026-08-19,33.2,32,sigma,32.0,C,1.2,WIN,32.0°C
"Madrid, ES",2026-08-19,35.2,35,mean,36.0,C,-0.8,LOSS,36.0°C
"Madrid, ES",2026-08-19,35.2,34,p5,36.0,C,-0.8,LOSS,36.0°C
"Madrid, ES",2026-08-19,35.2,34,sigma,36.0,C,-0.8,LOSS,36.0°C
"Manila, PH",2026-08-19,29.2,29,mean,30.0,C,-0.8,LOSS,30.0°C
"Manila, PH",2026-08-19,29.2,27,p5,30.0,C,-0.8,LOSS,30.0°C
"Manila, PH",2026-08-19,29.2,28,sigma,30.0,C,-0.8,LOSS,30.0°C
"Mexico City, MX",2026-08-19,25.9,26,mean,25.0,C,0.9,LOSS,25.0°C
"Mexico City, MX",2026-08-19,25.9,24,p5,25.0,C,0.9,LOSS,25.0°C
"Mexico City, MX",2026-08-19,25.9,25,sigma,25.0,C,0.9,WIN,25.0°C
"Miami, US",2026-08-19,33.9,34,mean,34.72,F,-0.82,LOSS,94-95°F
"Miami, US",2026-08-19,33.9,32,p5,34.72,F,-0.82,LOSS,94-95°F
"Miami, US",2026-08-19,33.9,32,sigma,34.72,F,-0.82,LOSS,94-95°F
"Milan, IT",2026-08-19,31.5,32,mean,32.0,C,-0.5,WIN,32.0°C
"Milan, IT",2026-08-19,31.5,29,p5,32.0,C,-0.5,LOSS,32.0°C
"Milan, IT",2026-08-19,31.5,31,sigma,32.0,C,-0.5,LOSS,32.0°C
"Moscow, RU",2026-08-19,18.9,19,mean,19.0,C,-0.1,WIN,19.0°C
"Moscow, RU",2026-08-19,18.9,18,p5,19.0,C,-0.1,LOSS,19.0°C
"Moscow, RU",2026-08-19,18.9,18,sigma,19.0,C,-0.1,LOSS,19.0°C
"Munich, DE",2026-08-19,27.4,27,mean,31.0,C,-3.6,LOSS,31.0°C
"Munich, DE",2026-08-19,27.4,26,p5,31.0,C,-3.6,LOSS,31.0°C
"Munich, DE",2026-08-19,27.4,25,sigma,31.0,C,-3.6,LOSS,31.0°C
"New York, US",2026-08-19,30.3,30,mean,30.28,F,0.02,WIN,86-87°F
"New York, US",2026-08-19,30.3,28,p5,30.28,F,0.02,LOSS,86-87°F
"New York, US",2026-08-19,30.3,30,sigma,30.28,F,0.02,WIN,86-87°F
"Panama City, PA",2026-08-19,31.3,31,mean,33.0,C,-1.7,LOSS,33.0°C
"Panama City, PA",2026-08-19,31.3,30,p5,33.0,C,-1.7,LOSS,33.0°C
"Panama City, PA",2026-08-19,31.3,30,sigma,33.0,C,-1.7,LOSS,33.0°C
"Paris, FR",2026-08-19,27.7,28,mean,,C,,LOSS,29°C or higher
"Paris, FR",2026-08-19,27.7,26,p5,,C,,LOSS,29°C or higher
"Paris, FR",2026-08-19,27.7,25,sigma,,C,,LOSS,29°C or higher
"Qingdao, CN",2026-08-19,31.0,31,mean,33.0,C,-2.0,LOSS,33.0°C
"Qingdao, CN",2026-08-19,31.0,29,p5,33.0,C,-2.0,LOSS,33.0°C
"Qingdao, CN",2026-08-19,31.0,30,sigma,33.0,C,-2.0,LOSS,33.0°C
"San Francisco, US",2026-08-19,20.6,21,mean,19.17,F,1.43,LOSS,66-67°F
"San Francisco, US",2026-08-19,20.6,17,p5,19.17,F,1.43,LOSS,66-67°F
"San Francisco, US",2026-08-19,20.6,17,sigma,19.17,F,1.43,LOSS,66-67°F
"Sao Paulo, BR",2026-08-19,30.3,30,mean,32.0,C,-1.7,LOSS,32.0°C
"Sao Paulo, BR",2026-08-19,30.3,29,p5,32.0,C,-1.7,LOSS,32.0°C
"Sao Paulo, BR",2026-08-19,30.3,28,sigma,32.0,C,-1.7,LOSS,32.0°C
"Seattle, US",2026-08-19,25.8,26,mean,28.06,F,-2.26,LOSS,82-83°F
"Seattle, US",2026-08-19,25.8,24,p5,28.06,F,-2.26,LOSS,82-83°F
"Seattle, US",2026-08-19,25.8,24,sigma,28.06,F,-2.26,LOSS,82-83°F
"Seoul (Incheon), KR",2026-08-19,28.0,28,mean,29.0,C,-1.0,LOSS,29.0°C
"Seoul (Incheon), KR",2026-08-19,28.0,26,p5,29.0,C,-1.0,LOSS,29.0°C
"Seoul (Incheon), KR",2026-08-19,28.0,27,sigma,29.0,C,-1.0,LOSS,29.0°C
"Shanghai, CN",2026-08-19,29.8,30,mean,31.0,C,-1.2,LOSS,31.0°C
"Shanghai, CN",2026-08-19,29.8,29,p5,31.0,C,-1.2,LOSS,31.0°C
"Shanghai, CN",2026-08-19,29.8,29,sigma,31.0,C,-1.2,LOSS,31.0°C
"Shenzhen, CN",2026-08-19,33.9,34,mean,35.0,C,-1.1,LOSS,35.0°C
"Shenzhen, CN",2026-08-19,33.9,32,p5,35.0,C,-1.1,LOSS,35.0°C
"Shenzhen, CN",2026-08-19,33.9,33,sigma,35.0,C,-1.1,LOSS,35.0°C
"Singapore, SG",2026-08-19,30.5,30,mean,33.0,C,-2.5,LOSS,33.0°C
"Singapore, SG",2026-08-19,30.5,29,p5,33.0,C,-2.5,LOSS,33.0°C
"Singapore, SG",2026-08-19,30.5,29,sigma,33.0,C,-2.5,LOSS,33.0°C
"Taipei, TW",2026-08-19,30.7,31,mean,32.0,C,-1.3,LOSS,32.0°C
"Taipei, TW",2026-08-19,30.7,28,p5,32.0,C,-1.3,LOSS,32.0°C
"Taipei, TW",2026-08-19,30.7,29,sigma,32.0,C,-1.3,LOSS,32.0°C
"Tel Aviv, IL",2026-08-19,33.0,33,mean,32.0,C,1.0,LOSS,32.0°C
"Tel Aviv, IL",2026-08-19,33.0,31,p5,32.0,C,1.0,LOSS,32.0°C
"Tel Aviv, IL",2026-08-19,33.0,32,sigma,32.0,C,1.0,WIN,32.0°C
"Tokyo, JP",2026-08-19,31.1,31,mean,32.0,C,-0.9,LOSS,32.0°C
"Tokyo, JP",2026-08-19,31.1,30,p5,32.0,C,-0.9,LOSS,32.0°C
"Tokyo, JP",2026-08-19,31.1,30,sigma,32.0,C,-0.9,LOSS,32.0°C
"Toronto, CA",2026-08-19,25.6,26,mean,27.0,C,-1.4,LOSS,27.0°C
"Toronto, CA",2026-08-19,25.6,24,p5,27.0,C,-1.4,LOSS,27.0°C
"Toronto, CA",2026-08-19,25.6,24,sigma,27.0,C,-1.4,LOSS,27.0°C
"Warsaw, PL",2026-08-19,21.8,22,mean,23.0,C,-1.2,LOSS,23.0°C
"Warsaw, PL",2026-08-19,21.8,20,p5,23.0,C,-1.2,LOSS,23.0°C
"Warsaw, PL",2026-08-19,21.8,20,sigma,23.0,C,-1.2,LOSS,23.0°C
"Wellington, NZ",2026-08-19,10.3,10,mean,11.0,C,-0.7,LOSS,11.0°C
"Wellington, NZ",2026-08-19,10.3,9,p5,11.0,C,-0.7,LOSS,11.0°C
"Wellington, NZ",2026-08-19,10.3,10,sigma,11.0,C,-0.7,LOSS,11.0°C
"Wuhan, CN",2026-08-19,34.2,34,mean,36.0,C,-1.8,LOSS,36.0°C
"Wuhan, CN",2026-08-19,34.2,33,p5,36.0,C,-1.8,LOSS,36.0°C
"Wuhan, CN",2026-08-19,34.2,33,sigma,36.0,C,-1.8,LOSS,36.0°C
"Zhengzhou, CN",2026-08-19,27.9,28,mean,28.0,C,-0.1,WIN,28.0°C
"Zhengzhou, CN",2026-08-19,27.9,25,p5,28.0,C,-0.1,LOSS,28.0°C
"Zhengzhou, CN",2026-08-19,27.9,26,sigma,28.0,C,-0.1,LOSS,28.0°C
"Amsterdam, NL",2026-08-20,19.2,19,mean,22.0,C,-2.8,LOSS,22.0°C
"Amsterdam, NL",2026-08-20,19.2,17,p5,22.0,C,-2.8,LOSS,22.0°C
"Amsterdam, NL",2026-08-20,19.2,17,sigma,22.0,C,-2.8,LOSS,22.0°C
"Ankara, TR",2026-08-20,30.0,30,mean,31.0,C,-1.0,LOSS,31.0°C
"Ankara, TR",2026-08-20,30.0,29,p5,31.0,C,-1.0,LOSS,31.0°C
"Ankara, TR",2026-08-20,30.0,29,sigma,31.0,C,-1.0,LOSS,31.0°C
"Atlanta, US",2026-08-20,34.7,35,mean,35.83,F,-1.13,LOSS,96-97°F
"Atlanta, US",2026-08-20,34.7,33,p5,35.83,F,-1.13,LOSS,96-97°F
"Atlanta, US",2026-08-20,34.7,33,sigma,35.83,F,-1.13,LOSS,96-97°F
"Austin, US",2026-08-20,38.6,39,mean,39.17,F,-0.57,WIN,102-103°F
"Austin, US",2026-08-20,38.6,37,p5,39.17,F,-0.57,LOSS,102-103°F
"Austin, US",2026-08-20,38.6,37,sigma,39.17,F,-0.57,LOSS,102-103°F
"Beijing, CN",2026-08-20,31.7,32,mean,32.0,C,-0.3,WIN,32.0°C
"Beijing, CN",2026-08-20,31.7,30,p5,32.0,C,-0.3,LOSS,32.0°C
"Beijing, CN",2026-08-20,31.7,30,sigma,32.0,C,-0.3,LOSS,32.0°C
"Buenos Aires, AR",2026-08-20,17.7,18,mean,19.0,C,-1.3,LOSS,19.0°C
"Buenos Aires, AR",2026-08-20,17.7,15,p5,19.0,C,-1.3,LOSS,19.0°C
"Buenos Aires, AR",2026-08-20,17.7,15,sigma,19.0,C,-1.3,LOSS,19.0°C
"Busan, KR",2026-08-20,32.0,32,mean,33.0,C,-1.0,LOSS,33.0°C
"Busan, KR",2026-08-20,32.0,31,p5,33.0,C,-1.0,LOSS,33.0°C
"Busan, KR",2026-08-20,32.0,31,sigma,33.0,C,-1.0,LOSS,33.0°C
"Cape Town, ZA",2026-08-20,17.4,17,mean,18.0,C,-0.6,LOSS,18.0°C
"Cape Town, ZA",2026-08-20,17.4,16,p5,18.0,C,-0.6,LOSS,18.0°C
"Cape Town, ZA",2026-08-20,17.4,17,sigma,18.0,C,-0.6,LOSS,18.0°C
"Chengdu, CN",2026-08-20,28.3,28,mean,31.0,C,-2.7,LOSS,31.0°C
"Chengdu, CN",2026-08-20,28.3,26,p5,31.0,C,-2.7,LOSS,31.0°C
"Chengdu, CN",2026-08-20,28.3,27,sigma,31.0,C,-2.7,LOSS,31.0°C
"Chicago, US",2026-08-20,25.3,25,mean,24.72,F,0.58,WIN,76-77°F
"Chicago, US",2026-08-20,25.3,24,p5,24.72,F,0.58,LOSS,76-77°F
"Chicago, US",2026-08-20,25.3,24,sigma,24.72,F,0.58,LOSS,76-77°F
"Chongqing, CN",2026-08-20,31.6,32,mean,33.0,C,-1.4,LOSS,33.0°C
"Chongqing, CN",2026-08-20,31.6,30,p5,33.0,C,-1.4,LOSS,33.0°C
"Chongqing, CN",2026-08-20,31.6,30,sigma,33.0,C,-1.4,LOSS,33.0°C
"Dallas, US",2026-08-20,40.9,41,mean,40.28,F,0.62,LOSS,104-105°F
"Dallas, US",2026-08-20,40.9,40,p5,40.28,F,0.62,WIN,104-105°F
"Dallas, US",2026-08-20,40.9,40,sigma,40.28,F,0.62,WIN,104-105°F
"Denver, US",2026-08-20,32.3,32,mean,33.61,F,-1.31,LOSS,92-93°F
